VDAC2,voltage-gated monoatomic anion channel activity,mitochondrial outer membrane permeabilization,monoatomic anion transport,negative regulation of intrinsic apoptotic signaling pathway,mitochondrial transmembrane transport,lipid transport
BRIP1,dna damage response,dna repair,homologous recombination,chromatin remodeling,nucleic acid binding,dna helicase activit
RHOB,gtpase activity,actin filament organization,cell adhesion,apoptosis regulation,endosome to lysosome transport,regulation of cell migration
PC,pyruvate carboxylase activity,gluconeogenesis,lipid metabolism,biotin binding,atp binding,mitochondrial localization
SCNN1G,sodium ion transmembrane transport,monoatomic ion transmembrane transport,cellular response to acidic ph,cellular response to aldosterone,sodium ion homeostasis,plasma membrane localization
GGCX,gamma-glutamyl carboxylase activity,vitamin binding,endoplasmic reticulum membrane,protein modification process,blood coagulation,lyase activity
PTPN6,protein tyrosine phosphatase activity,negative regulation of cell population proliferation,regulation of apoptotic process,t cell receptor signaling pathway,b cell receptor signaling pathway,sh2 domain binding
TBPL1,rna polymerase ii core promoter sequence-specific dna binding,general transcription initiation factor activity,protein binding,dna binding,spermatid nucleus differentiation,transcription by rna polymerase ii
MAP3K1,mitogen-activated protein kinase kinase kinase activity,protein serine/threonine kinase activity,intracellular signal transduction,cellular response to mechanical stimulus,mapk cascade,protein phosphorylatio
S100A12,positive regulation of inflammatory response,defense response to bacterium/fungus,rage receptor binding,nf-kappab signaling,monocyte chemotaxis,neutrophil chemotaxis
EVC,cilium organization,smoothened signaling pathway,endochondral bone growth,cartilage development,skeletal system development,cytoplasm localization
DHX9,rna helicase activity,dna binding,chromatin remodeling,mrna processing,mirna regulation,oncogenic transcriptional programs
SLC2A4,d-glucose uniporter activity,d-glucose transmembrane transporter activity,insulin-like growth factor signaling,glucose homeostasis,cellular response to hypoxia,positive regulation of brain-derived neurotrophic factor receptor signaling pathway
EVC2,smoothened signaling pathway,cilia,nucleus,plasma membrane protein complex,cytoskeleton,developmental patternin
SURF1,mitochondrial cytochrome c oxidase activity,protein binding,mitochondrial complex iv assembly,proton transmembrane transport,respiratory chain complex iv assembly,aerobic respiration
CYP26A1,all-trans retinoic acid 4-hydrolase activity,retinoic acid binding,lipid metabolic process,monooxygenase activity,vitamin metabolic process,xenobiotic metabolic process
GRIA4,ampa glutamate receptor activity,glutamate-gated receptor activity,ligand-gated monoatomic ion channel activity,regulation of postsynaptic membrane potential,ionotropic glutamate receptor signaling pathway,negative regulation of smooth muscle cell apoptotic process
TNFRSF25,tumor necrosis factor-mediated signaling pathway,apoptotic process,regulation of apoptotic process,cell surface receptor signaling pathway,signaling receptor activity,tnf receptor activity
RRP1,rrna processing,protein binding,small subunit precursor rrna,nucleolus,preribosome,rrna
MAP2K4,jnk cascade,apoptotic process,positive regulation of jnk cascade,negative regulation of apoptotic process,protein kinase activity,protein serine/threonine kinase activit
BIN1,gtpase binding,phospholipid binding,clathrin binding,signaling adaptor activity,actin filament binding,cell cycle regulation
B3GALNT2,protein o-linked glycosylation,carbohydrate derivative biosynthetic process,golgi apparatus,endoplasmic reticulum,acetylgalactosaminyltransferase activity,udp-glycosyltransferase activity
CFL2,actin filament depolymerization,actin filament severing,skeletal muscle tissue development,actin filament organization,nuclear location,cell motility
KLHL12,ubiquitin-like ligase substrate adaptor activity,protein binding,wnt signaling pathway,copii vesicle coating,vesicle-mediated transport,protein ubiquitination
FBXO6,ubiquitin protein ligase activity,scf-dependent proteasomal ubiquitin-dependent protein catabolic process,dna repair,response to unfolded protein,protein binding,carbohydrate binding
CDON,cell adhesion,positive regulation of mapk cascade,smoothened signaling pathway,embryonic morphogenesis,regulation of neuron differentiation,cell fate specification
ATP2A2,p-type calcium transporter activity,sarcoplasmic reticulum membrane,intracellular calcium ion homeostasis,autophagosome assembly,endoplasmic reticulum stress response,calcium ion transmembrane transport
GALNT3,polypeptide n-acetylgalactosaminyltransferase activity,fibroblast growth factor receptor signaling pathway,protein o-linked glycosylation via serine,protein o-linked glycosylation via threonine,protein glycosylation,o-glycan processing
NRTN,neuronal development,nervous system development,mapk cascade,glial cell-derived neurotrophic factor receptor signaling pathway,receptor tyrosine kinase binding,growth factor activity
CACNB4,voltage-gated calcium channel activity,calcium ion transmembrane transport,synaptic transmission,neurotransmission,t cell receptor signaling pathway,regulation of membrane potentia
FABP4,long-chain fatty acid binding,lipid binding,fatty acid transport,inflammatory response,cellular response to stimuli,metabolic reprogramming
POMK,protein o-linked glycosylation,kinase activity,endoplasmic reticulum membrane,carbohydrate phosphorylation,protein binding,learning or memory
CTDNEP1,rna polymerase ii ctd heptapeptide repeat s2 phosphatase activity,rna polymerase ii ctd heptapeptide repeat s5 phosphatase activity,regulation of transcription by rna polymerase ii,chromatin remodeling,positive regulation of canonical wnt signaling pathway,canonical wnt signaling pathway
ATP2A1,calcium ion transmembrane transport,calcium ion import into sarcoplasmic reticulum,response to endoplasmic reticulum stress,apoptotic mitochondrial changes,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,protein binding
SMAD9,transforming growth factor beta signaling pathway,cell differentiation,dna binding,rna polymerase ii-specific,transcription regulator complex,protein binding
NEUROG3,dna binding,transcription regulation,cell differentiation,nervous system development,oncogene activity,epithelial cell differentiation
SDC3,heparan sulfate chains binding,extracellular matrix,cell migration,protein binding,plasma membrane localization,tumor invasion
XBP1,er stress response,unfolded protein response (upr),transcriptional regulation,angiogenesis,immune evasion,lipid metabolism
HSPA6,atp-dependent protein folding chaperone,protein refolding,cellular response to heat,unfolded protein binding,heat shock protein binding,protein binding
CD14,lipopolysaccharide binding,peptidoglycan immune receptor activity,lipopolysaccharide immune receptor activity,cell surface pattern recognition receptor signaling pathway,cytokine production,tumor microenvironment modulation
MYLPF,myosin light chain family,actomyosin complex,cytoskeleton organization,cell migration,tumor progression,epithelial cell proliferatio
GNAT1,gtp binding,gtpase activity,g protein-coupled receptor binding,phototransduction,retina development,sensory perception of light stimulus
IL1RL2,interleukin-1 receptor activity,type i,inflammatory response,positive regulation of interleukin-6 production,signal transduction,cell surface receptor signaling pathway
HSPA2,protein-folding chaperone binding,unfolded protein binding,atp hydrolysis activity,response to heat,spermatogenesis,positive regulation of g2/m transition of mitotic cell cycl
EGLN3,hypoxia-inducible factor-proline dioxygenase activity,2-oxoglutarate-dependent dioxygenase activity,protein hydroxylation,cellular response to hypoxia,response to hypoxia,dioxygenase activity
FBXO27,ubiquitin protein ligase activity,protein binding,scf-dependent proteasomal ubiquitin-dependent protein catabolic process,glycoprotein catabolic process,erad pathway,cytoplasm localization
ATP1A2,cellular response to stimulus,establishment of transmembrane electrochemical gradient,potassium ion transport,sodium ion transport,protein binding,protein heterodimerization activity
FOXA1,dna-binding transcription factor activity,hormone metabolic process,chromatin remodeling,epithelial tube branching,positive regulation of transcription by rna polymerase ii,response to estradiol
FBXO17,ubiquitin protein ligase activity,protein binding,scf-dependent proteasomal ubiquitin-dependent protein catabolic process,glycoprotein catabolic process,erad pathway,cytoplasm localization
